Timestamp,Device_Type,Malware_Detection,Phishing_Attempts,Social_Media_Usage,VPN_Usage,Cyberbullying_Reports,Parental_Control_Alerts,Firewall_Logs,Login_Attempts,Download_Risk,Password_Strength,Data_Breach_Notifications,Online_Purchase_Risk,Education_Content_Usage,Age_Group,Geolocation,Public_Network_Usage,Network_Type,Hours_Online,Website_Visits,Peer_Interactions,Risky_Website_Visits,Cloud_Service_Usage,Unencrypted_Traffic,Ad_Clicks,Insecure_Login_Attempts,E_Safety_Awareness_Score,Malware_Exposure_Risk,Cybersecurity_Behavior_Category
2017-01-01 00:00:00,Mobile,0,0,Low,0,0,0,4,2,0,Weak,0,0,High,17-19,EU,0,WiFi,1.8218702013871946,2,Low,0,0,0,0,0,Moderate,1,Safe
2017-01-01 01:00:00,Desktop,0,0,Low,0,0,0,4,2,0,Weak,0,0,High,13-16,US,0,Cellular,3.995955211075943,4,Low,0,0,0,0,0,Moderate,0,Neutral
2017-01-01 02:00:00,Laptop,0,0,Low,0,0,0,0,1,0,Moderate,0,0,None,13-16,ASIA,1,Ethernet,0.5290111108318246,2,Low,0,0,0,0,0,Moderate,0,Neutral
2017-01-01 03:00:00,Mobile,0,0,Low,0,0,1,2,3,0,Moderate,0,0,None,13-16,US,1,WiFi,7.952194629743065,3,Low,0,0,0,1,1,Moderate,0,Safe
2017-01-01 04:00:00,Mobile,0,1,Medium,0,0,0,2,3,0,Weak,0,0,Low,13-16,US,0,WiFi,3.00534345506898,3,Low,0,0,0,0,0,Moderate,0,Risky
2017-01-01 05:00:00,Mobile,0,0,Medium,0,0,1,2,1,0,Strong,0,0,None,13-16,US,0,Other,2.2371521533550918,5,Low,0,0,0,0,0,Low,0,Safe
2017-01-01 06:00:00,Mobile,1,0,High,1,0,0,1,3,0,Weak,0,0,Low,<13,US,0,WiFi,0.5479266789751206,8,Low,0,0,0,0,0,Low,0,Neutral
2017-01-01 07:00:00,Tablet,0,1,Low,0,1,0,3,1,0,Moderate,0,0,High,13-16,OTHER,0,Other,1.3741583100598622,1,Low,0,0,0,0,0,Low,0,Risky
2017-01-01 08:00:00,Mobile,0,1,Low,0,0,0,6,1,0,Weak,0,0,Low,13-16,ASIA,1,WiFi,6.504536760352566,3,Low,0,0,0,0,0,High,0,Neutral
2017-01-01 09:00:00,Laptop,0,1,Low,1,0,1,3,1,0,Moderate,0,0,None,13-16,EU,0,Cellular,0.12215835468225615,1,Low,0,0,0,0,0,Low,0,Safe
2017-01-01 10:00:00,Mobile,0,1,Medium,0,0,0,6,1,0,Weak,0,0,None,13-16,US,0,Cellular,1.3026533467116712,5,Low,0,0,0,0,0,Low,0,Safe
2017-01-01 11:00:00,Desktop,0,0,Low,0,0,0,4,1,0,Weak,0,0,None,13-16,EU,0,Other,0.1967681995102851,2,Low,1,0,0,0,0,High,1,Neutral
2017-01-01 12:00:00,Tablet,1,0,Low,0,0,0,0,1,0,Weak,0,0,None,17-19,EU,0,WiFi,9.10088268537249,5,Low,0,0,0,1,0,Low,1,Neutral
2017-01-01 13:00:00,Mobile,0,1,Low,1,0,0,1,1,0,Weak,0,0,High,13-16,US,1,WiFi,0.01872437907245202,1,Low,0,0,0,1,0,Low,0,Neutral
2017-01-01 14:00:00,Mobile,0,1,Low,0,0,0,1,3,0,Moderate,0,0,None,17-19,EU,0,Ethernet,0.7464299648552034,7,Low,0,0,0,0,0,Low,1,Safe
2017-01-01 15:00:00,Mobile,0,0,Low,0,0,1,4,1,1,Weak,0,0,None,17-19,US,1,Other,1.634372803375242,5,Low,0,0,0,0,0,High,0,Neutral
2017-01-01 16:00:00,Mobile,0,2,Low,0,0,0,5,3,0,Weak,0,0,High,13-16,US,1,WiFi,1.108109831694951,1,Low,0,1,1,0,0,Low,0,Safe
2017-01-01 17:00:00,Mobile,0,0,Low,0,0,0,3,1,0,Moderate,0,0,None,17-19,US,0,WiFi,0.5290559870651854,7,Low,0,0,1,0,0,High,0,Neutral
2017-01-01 18:00:00,Mobile,0,1,Low,0,0,0,3,1,0,Weak,0,0,None,13-16,ASIA,0,Cellular,0.6917681274026517,1,Medium,0,0,0,0,0,High,0,Safe
2017-01-01 19:00:00,Mobile,0,1,Low,1,0,0,1,2,0,Weak,0,0,None,17-19,ASIA,0,Cellular,6.498177916441302,4,Low,0,0,0,0,0,Low,0,Safe
2017-01-01 20:00:00,Mobile,0,0,Low,0,0,0,1,2,0,Weak,0,0,None,13-16,US,0,WiFi,0.5439238928346777,3,Low,0,0,0,0,0,Moderate,1,Safe
2017-01-01 21:00:00,Mobile,0,0,Medium,0,0,0,0,5,0,Weak,0,0,High,13-16,US,0,Cellular,1.409131025526475,3,Low,0,0,0,0,0,High,1,Neutral
2017-01-01 22:00:00,Mobile,0,0,Low,0,0,0,0,1,0,Moderate,0,0,None,13-16,US,0,Cellular,1.0583265443188226,3,Medium,0,0,1,0,0,Moderate,0,Risky
2017-01-01 23:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Weak,0,0,None,17-19,US,0,WiFi,2.296774317534852,3,Low,0,0,0,0,0,Moderate,0,Safe
2017-01-02 00:00:00,Mobile,0,0,Low,0,0,0,3,2,0,Weak,0,0,None,17-19,US,0,WiFi,0.5164425764624152,3,High,0,0,0,0,1,Low,1,Safe
2017-01-02 01:00:00,Laptop,0,0,Medium,0,0,0,4,5,1,Strong,0,0,None,17-19,US,1,WiFi,0.304595242964467,2,Low,0,0,0,0,0,High,1,Neutral
2017-01-02 02:00:00,Mobile,0,0,Medium,0,0,0,1,1,0,Weak,0,0,None,13-16,US,0,Cellular,0.6484129598182421,5,Low,0,0,0,0,0,High,0,Neutral
2017-01-02 03:00:00,Mobile,0,0,Low,0,0,0,0,1,0,Weak,0,0,Low,13-16,US,0,WiFi,3.274299511636618,5,Low,0,0,0,0,0,Moderate,0,Neutral
2017-01-02 04:00:00,Mobile,0,1,Low,1,0,0,1,1,0,Weak,0,0,High,13-16,US,1,WiFi,0.1592892469595723,4,High,0,0,0,0,0,Low,1,Safe
2017-01-02 05:00:00,Mobile,0,0,Low,0,0,0,1,1,0,Weak,0,0,None,13-16,EU,0,Other,0.48599993339659175,5,Low,0,0,0,0,0,Low,0,Safe
2017-01-02 06:00:00,Mobile,0,0,Low,0,0,0,5,1,0,Strong,0,0,None,13-16,US,0,Ethernet,1.5390216526727563,1,Low,0,0,1,0,0,Low,0,Neutral
2017-01-02 07:00:00,Mobile,0,0,High,0,0,0,1,1,0,Weak,0,0,None,13-16,EU,0,Other,5.111263165271403,5,Low,0,0,1,0,0,Low,0,Risky
2017-01-02 08:00:00,Mobile,0,0,Low,0,0,0,0,1,0,Weak,0,0,Low,13-16,EU,0,Ethernet,0.31388084444145764,1,Low,0,0,0,0,1,High,1,Safe
2017-01-02 09:00:00,Desktop,0,0,Low,0,0,0,5,1,1,Weak,0,0,Low,13-16,OTHER,0,Other,2.4362906978484022,2,Low,0,0,0,0,0,Low,0,Neutral
2017-01-02 10:00:00,Desktop,0,0,Low,0,0,0,1,3,1,Weak,0,0,None,13-16,US,0,Ethernet,1.3413255741096826,4,Low,1,0,0,0,0,Low,1,Neutral
2017-01-02 11:00:00,Tablet,0,1,Medium,1,0,0,3,5,0,Weak,0,0,Low,13-16,US,0,Cellular,1.4355999077622112,4,Low,0,0,0,1,0,Moderate,1,Safe
2017-01-02 12:00:00,Mobile,0,0,Medium,0,0,0,1,2,1,Weak,0,0,High,17-19,US,1,WiFi,0.5203643311747155,4,Low,0,0,0,0,0,Low,0,Safe
2017-01-02 13:00:00,Mobile,0,0,High,0,0,0,0,2,0,Weak,0,0,Low,13-16,US,0,WiFi,3.1229551936366473,2,Low,0,1,0,1,0,Moderate,0,Neutral
2017-01-02 14:00:00,Mobile,0,0,Low,0,0,0,1,2,0,Weak,0,0,High,13-16,US,1,WiFi,1.566317090667633,2,Low,0,0,1,0,0,Low,0,Safe
2017-01-02 15:00:00,Mobile,0,1,High,0,0,0,0,1,0,Weak,0,0,High,13-16,EU,0,Cellular,3.5511408248397274,0,High,0,0,0,1,0,Low,1,Neutral
2017-01-02 16:00:00,Mobile,0,0,Low,0,0,1,2,1,0,Weak,0,0,None,<13,EU,0,WiFi,0.3258198299011235,3,Low,0,0,0,0,0,Moderate,1,Safe
2017-01-02 17:00:00,Mobile,1,0,Low,0,0,0,0,2,0,Weak,0,1,None,13-16,US,1,WiFi,0.5867215613237663,4,Low,0,0,0,0,0,Low,0,Safe
2017-01-02 18:00:00,Mobile,0,0,Medium,0,0,0,6,1,0,Weak,0,0,None,13-16,EU,0,WiFi,1.2646439181143312,0,Low,0,0,0,0,0,Low,0,Neutral
2017-01-02 19:00:00,Desktop,0,0,Medium,0,0,0,2,1,1,Weak,0,0,Low,13-16,US,0,WiFi,6.257349938700678,4,Low,0,0,0,0,0,Low,0,Risky
2017-01-02 20:00:00,Mobile,1,1,Low,1,0,0,0,5,0,Moderate,0,0,None,13-16,US,0,WiFi,1.9540170558472183,1,Low,0,0,0,0,0,Low,0,Safe
2017-01-02 21:00:00,Mobile,0,0,Medium,0,0,0,4,1,0,Weak,0,0,None,13-16,US,0,WiFi,4.963811292413174,2,Low,0,0,1,1,0,Moderate,1,Safe
2017-01-02 22:00:00,Mobile,0,1,Low,0,0,0,7,3,0,Weak,0,0,None,17-19,US,0,WiFi,1.4233348172552567,0,Low,0,0,0,0,0,Moderate,0,Neutral
2017-01-02 23:00:00,Mobile,0,0,Low,0,0,0,1,2,0,Weak,0,0,None,13-16,US,0,WiFi,1.2281155178398278,0,Low,0,0,0,0,0,Low,1,Safe
2017-01-03 00:00:00,Mobile,1,0,Low,0,0,0,1,1,0,Weak,0,0,None,13-16,ASIA,0,WiFi,1.2685443362043334,4,Low,0,0,0,0,0,Low,0,Safe
2017-01-03 01:00:00,Mobile,0,0,Low,1,0,0,2,2,0,Weak,0,0,None,13-16,US,0,WiFi,0.9000763526308267,6,Low,1,1,0,0,0,High,0,Safe
2017-01-03 02:00:00,Desktop,0,0,Low,0,0,0,4,2,0,Weak,0,0,None,13-16,US,0,Cellular,1.0865055704317559,6,Low,0,0,0,0,0,Low,0,Neutral
2017-01-03 03:00:00,Laptop,0,0,Medium,0,0,0,0,1,0,Weak,0,0,None,<13,US,0,WiFi,0.11547700186886645,4,Low,0,0,0,0,0,Low,1,Neutral
2017-01-03 04:00:00,Desktop,0,1,Low,1,0,0,3,5,0,Weak,0,0,None,13-16,OTHER,0,Cellular,1.542179430816646,2,Low,0,0,0,1,0,Low,1,Safe
2017-01-03 05:00:00,Tablet,0,0,Low,0,0,0,3,1,0,Moderate,0,0,None,17-19,EU,0,WiFi,0.15095513866215754,7,Low,1,0,0,1,0,Moderate,0,Neutral
2017-01-03 06:00:00,Mobile,0,0,Low,0,0,0,5,3,0,Weak,0,0,High,<13,US,1,WiFi,2.2378247494682735,2,Low,0,1,0,0,0,High,0,Neutral
2017-01-03 07:00:00,Desktop,0,2,Low,0,0,0,5,1,0,Weak,0,0,None,13-16,US,0,Ethernet,0.929938845255074,5,Low,0,0,0,1,0,High,1,Safe
2017-01-03 08:00:00,Mobile,0,0,Medium,0,0,0,3,2,0,Weak,0,0,None,13-16,ASIA,0,Ethernet,1.6989680377054936,2,Medium,0,0,0,0,0,High,1,Risky
2017-01-03 09:00:00,Mobile,0,0,Low,0,0,0,2,2,0,Weak,0,0,None,13-16,US,0,WiFi,0.801643838117053,0,Low,0,0,0,1,0,Low,1,Safe
2017-01-03 10:00:00,Mobile,0,0,Low,0,0,0,3,5,0,Weak,0,0,None,17-19,ASIA,1,WiFi,2.9644006894468666,2,Low,0,0,0,1,0,Moderate,0,Safe
2017-01-03 11:00:00,Mobile,0,0,High,0,0,1,3,1,0,Weak,0,0,None,13-16,US,0,Ethernet,0.015883214697560006,4,Low,0,1,0,0,1,Low,1,Safe
2017-01-03 12:00:00,Mobile,1,0,Medium,0,0,1,1,1,1,Weak,0,0,None,<13,US,1,Cellular,0.29852648996611736,4,High,0,0,0,1,0,High,1,Safe
2017-01-03 13:00:00,Mobile,0,0,Low,0,0,0,0,1,0,Weak,0,0,None,13-16,EU,0,Cellular,3.7133052397412882,2,Low,0,0,0,0,0,Low,0,Neutral
2017-01-03 14:00:00,Tablet,0,3,High,0,0,0,3,1,0,Weak,0,0,Low,<13,US,1,WiFi,0.3363430087060598,4,Low,0,0,0,0,0,Low,1,Neutral
2017-01-03 15:00:00,Mobile,0,0,Low,0,0,0,3,4,0,Moderate,0,0,None,17-19,EU,0,WiFi,7.649890647914811,3,Low,0,0,0,1,0,High,1,Neutral
2017-01-03 16:00:00,Mobile,0,0,Low,0,0,0,3,3,0,Weak,0,0,None,13-16,EU,0,WiFi,3.737719114123661,3,Low,0,1,0,0,0,Low,0,Safe
2017-01-03 17:00:00,Mobile,0,0,Low,0,0,1,1,1,0,Weak,0,0,None,17-19,US,0,Cellular,2.8547486754147644,0,Low,0,0,0,1,0,Low,0,Neutral
2017-01-03 18:00:00,Mobile,0,0,Low,1,0,0,0,1,0,Weak,0,0,Low,13-16,US,0,WiFi,0.342295501577632,2,Low,0,0,0,0,0,Moderate,0,Risky
2017-01-03 19:00:00,Tablet,0,0,Low,0,0,1,3,1,0,Weak,0,0,None,17-19,US,0,WiFi,0.9616893660718373,3,Low,0,0,0,0,0,Low,1,Safe
2017-01-03 20:00:00,Mobile,0,0,Low,0,0,0,1,1,0,Weak,0,0,Low,13-16,OTHER,0,Cellular,1.945549954020454,3,Low,0,0,0,0,0,Moderate,1,Neutral
2017-01-03 21:00:00,Desktop,0,0,Low,0,0,0,2,2,0,Weak,0,0,None,13-16,EU,1,WiFi,3.4181304356034614,1,Low,0,0,0,0,0,Low,0,Neutral
2017-01-03 22:00:00,Laptop,0,1,Medium,0,0,0,2,1,0,Weak,0,0,None,<13,US,0,WiFi,2.078366386172185,4,Low,0,0,0,0,0,Moderate,0,Safe
2017-01-03 23:00:00,Mobile,0,0,Low,0,1,0,4,1,0,Weak,0,0,None,17-19,US,0,Other,1.43177281751346,3,Low,0,0,0,0,0,High,1,Neutral
2017-01-04 00:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Strong,0,0,Low,17-19,US,0,WiFi,0.4701337048690788,5,Low,0,0,0,0,0,Low,0,Safe
2017-01-04 01:00:00,Tablet,0,1,Medium,0,0,0,1,1,0,Weak,0,0,Low,13-16,EU,1,WiFi,2.1730051121093,1,Low,0,0,0,0,0,Moderate,0,Safe
2017-01-04 02:00:00,Laptop,0,1,Medium,0,0,0,2,1,1,Weak,0,0,None,<13,US,0,WiFi,0.40720862661418916,0,Medium,0,0,0,0,0,High,0,Neutral
2017-01-04 03:00:00,Laptop,0,1,Medium,0,0,0,5,3,0,Weak,0,0,High,13-16,US,0,Cellular,3.676115253572406,1,Low,0,0,0,0,0,Moderate,0,Safe
2017-01-04 04:00:00,Laptop,0,0,Low,0,0,0,3,2,0,Moderate,0,1,None,13-16,EU,0,WiFi,3.7076418798433943,5,Low,0,0,0,0,0,Moderate,0,Safe
2017-01-04 05:00:00,Mobile,0,1,Low,1,0,0,3,1,0,Weak,0,0,None,13-16,US,0,Cellular,5.63572123468956,4,Low,0,0,0,0,0,Moderate,1,Neutral
2017-01-04 06:00:00,Mobile,0,1,Low,0,0,0,0,1,0,Weak,0,0,High,13-16,US,0,Cellular,1.182564531714839,6,Low,0,0,0,0,0,Low,0,Neutral
2017-01-04 07:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Weak,0,0,None,13-16,US,0,Ethernet,5.708742852369496,5,Low,0,0,0,0,0,Moderate,0,Safe
2017-01-04 08:00:00,Tablet,0,0,Medium,1,0,1,1,1,0,Weak,0,0,None,<13,US,0,WiFi,0.7882237946907703,3,High,0,0,0,0,0,Low,0,Safe
2017-01-04 09:00:00,Mobile,0,0,Low,0,0,0,1,2,0,Weak,0,0,High,17-19,US,0,Cellular,2.6653016574448576,1,Low,0,0,0,0,0,Low,0,Safe
2017-01-04 10:00:00,Mobile,0,1,Medium,0,0,0,1,1,0,Moderate,0,1,None,13-16,US,1,Other,3.8243984975228384,3,Low,0,0,0,0,0,Moderate,0,Safe
2017-01-04 11:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Weak,0,0,None,13-16,ASIA,0,WiFi,1.8164246830113178,2,Low,0,0,0,0,0,Low,1,Safe
